diff_booking_to_cancel,original_selling_amount,day_of_year,how_far_in_advance,length_of_stay,no_of_adults,hotel_brand_code,customer_nationality,charge_option,hotel_chain_code,original_payment_method
28,212.91,228,28,0,1,697,86,2,27,19
-1,66.91,230,4,0,2,572,40,2,273,29
-1,368.11,141,53,0,2,78,86,2,110,27
-1,163.59,186,27,0,2,875,37,1,79,19
-1,131.39,242,25,0,2,7,42,2,511,29
-1,88.71,255,12,0,1,872,44,2,535,16
-1,444.14,228,5,0,2,610,102,2,231,29
28,475.89,174,29,0,2,437,86,2,570,19
-1,39.24,189,6,0,1,709,92,1,87,29
-1,58.45,225,2,0,2,204,3,2,17,29
-1,79.81,176,11,0,2,590,18,2,330,30
-1,548.34,106,86,0,2,387,82,2,334,29
22,435.27,201,9,0,2,728,102,2,76,29
-1,290.7,266,3,0,2,323,35,2,454,29
-1,159.33,164,54,0,2,433,18,2,397,26
-1,168.36,104,98,0,2,851,86,2,463,29
34,229.56,233,34,0,2,888,87,2,312,19
8,193.1,230,8,0,4,776,91,2,359,16
-1,42.93,200,1,0,2,312,92,2,267,19
-1,111.59,58,130,0,2,78,18,2,110,4
-1,59.42,237,5,0,3,572,56,2,273,29
-1,90.64,233,11,0,1,387,102,2,334,29
-1,79.43,237,32,0,2,182,95,2,353,4
-1,87.38,217,11,0,2,706,91,2,531,19
25,233.26,184,25,0,6,427,102,2,548,19
15,342.24,238,23,0,2,818,37,1,597,29
32,546.65,189,66,0,2,147,54,1,13,19
-1,91.06,156,46,0,2,124,91,1,182,19
-1,449.12,114,118,0,2,578,86,2,10,29
75,93.85,145,75,0,1,508,44,2,69,29
37,145.0,199,60,0,2,759,44,2,359,19
-1,233.5,133,77,0,2,753,18,2,273,29
-1,86.52,216,2,0,1,447,44,2,96,19
-1,389.4,179,7,0,1,859,82,2,548,29
8,1604.19,259,11,0,2,516,18,2,122,29
-1,73.79,263,9,0,1,427,92,2,548,29
22,54.67,187,22,0,2,310,86,1,106,29
-1,364.35,166,53,0,2,94,86,2,466,19
-1,125.38,221,8,0,3,270,44,2,334,16
-1,164.05,188,1,0,2,114,54,2,407,29
-1,559.0,176,18,0,2,296,86,2,53,19
-1,209.79,238,7,0,2,751,99,2,492,29
-1,647.13,27,210,0,2,289,43,2,501,22
-1,111.06,208,1,0,4,412,82,2,336,29
-1,331.8,210,9,0,2,363,99,2,54,29
136,956.08,130,136,0,2,889,44,2,51,29
17,171.31,205,17,0,2,490,56,1,617,29
-1,244.18,184,9,0,2,443,95,2,92,30
-1,113.57,254,6,0,2,188,44,2,319,29
-1,26.41,225,3,0,2,164,40,2,274,29
-1,176.34,356,212,0,2,438,91,2,334,19
35,152.9,236,36,0,1,307,99,1,11,29
5,126.22,189,7,0,2,666,95,1,454,19
-1,85.24,272,1,0,1,193,92,2,544,29
-1,94.74,184,5,0,1,266,74,2,618,29
-1,151.46,216,1,0,2,860,37,2,77,29
1,19.88,255,1,0,2,388,40,2,538,26
-1,1038.38,173,97,0,3,741,54,2,168,29
-1,244.34,196,34,0,2,206,86,1,605,19
-1,99.59,198,44,0,2,776,56,2,359,19
-1,974.71,183,7,0,2,638,82,2,289,19
-1,60.06,192,52,0,2,51,18,1,200,16
206,84.18,49,220,0,2,51,37,1,200,29
-1,164.53,177,12,0,2,541,82,2,544,29
22,117.06,165,22,0,2,546,91,1,345,29
58,112.61,168,64,0,2,871,18,2,16,4
-1,1051.7,199,34,0,4,764,18,2,51,29
1,66.94,234,1,0,2,854,86,2,357,29
-1,230.85,237,2,0,2,152,99,2,614,19
-1,48.3,197,5,0,1,741,44,1,168,29
-1,156.95,239,20,0,2,585,98,2,18,29
-1,542.01,206,59,0,2,526,98,2,222,5
-1,53.83,263,1,0,2,859,56,2,548,19
3,133.89,188,4,0,2,875,40,2,79,26
-1,2031.62,187,26,0,2,328,18,2,123,4
48,268.97,209,62,0,2,872,54,1,535,29
-1,252.15,218,7,0,2,475,18,2,504,4
-1,10.88,255,1,0,2,709,56,2,87,19
-1,151.67,234,1,0,2,447,44,2,96,29
-1,497.84,269,3,0,2,141,56,2,492,29
-1,339.47,81,157,0,3,447,44,1,96,19
-1,110.92,209,13,0,2,870,86,2,178,29
-1,107.81,256,1,0,1,741,91,2,168,29
-1,168.37,195,1,0,2,859,86,2,548,19
-1,49.78,209,6,0,2,28,95,2,549,19
-1,79.12,249,10,0,2,886,32,1,24,19
-1,9.11,247,1,0,2,502,40,2,518,29
-1,390.37,114,118,0,2,578,86,2,10,29
-1,575.98,202,7,0,4,749,92,2,397,29
37,690.44,181,59,0,2,464,40,1,548,19
42,3788.4,116,69,0,4,408,97,1,618,29
-1,71.89,174,9,0,2,775,37,2,548,29
9,324.3,222,12,0,2,790,86,2,614,19
-1,2010.33,139,130,0,2,567,86,2,564,19
-1,1339.21,150,63,0,2,734,67,2,359,29
-1,386.5,102,136,0,4,243,91,1,273,29
-1,568.66,182,43,0,2,79,99,2,43,29
-1,56.21,268,4,0,2,868,97,2,171,29
8,652.98,170,64,0,2,322,81,2,492,29
-1,211.36,250,3,0,4,527,56,2,136,10
23,110.76,78,161,0,4,286,91,2,176,19
-1,132.34,216,26,0,2,50,95,1,614,29
-1,174.91,260,7,0,1,845,85,2,324,19
-1,467.66,199,18,0,2,328,91,2,123,29
-1,35.31,249,5,0,1,125,32,2,24,22
35,95.06,182,38,0,2,645,91,1,540,29
-1,168.11,223,8,0,2,427,39,2,548,29
-1,114.7,196,13,0,2,888,97,2,312,19
-1,660.96,217,3,0,2,464,49,2,548,19
7,174.97,204,7,0,2,184,18,1,417,29
32,89.88,233,36,0,2,872,86,1,535,19
-1,84.6,147,52,0,1,741,44,2,168,29
-1,56.36,204,1,0,2,50,56,2,614,20
-1,326.76,221,10,0,2,203,3,2,72,29
-1,226.72,175,8,0,2,685,102,2,136,19
-1,818.17,182,1,0,2,829,40,2,506,29
-1,176.4,169,63,0,2,427,91,2,548,16
-1,137.04,196,2,0,2,140,44,2,580,16
-1,106.86,228,3,0,1,227,80,2,492,19
-1,218.41,164,27,0,2,427,56,2,548,29
-1,89.45,224,2,0,2,408,82,2,618,29
-1,186.6,272,1,0,2,243,98,2,273,29
-1,209.71,251,16,0,2,671,86,2,341,29
-1,404.64,204,34,0,2,572,91,1,273,29
54,1299.96,31,195,0,2,402,86,1,268,19
-1,285.47,183,37,0,2,230,95,2,168,29
10,146.38,206,21,0,2,356,91,2,124,29
57,778.66,160,60,0,2,447,44,1,96,16
-1,301.29,198,75,0,2,625,54,1,471,29
-1,1461.63,226,20,0,6,581,74,1,470,29
-1,82.96,242,3,0,2,155,99,2,213,19
38,269.96,234,38,0,3,337,86,2,2,29
-1,717.51,212,7,0,3,669,44,1,51,29
-1,63.28,175,19,0,2,427,92,2,548,29
-1,152.0,197,6,0,2,154,3,2,40,5
-1,47.77,223,1,0,2,107,40,2,549,19
-1,69.16,249,9,0,2,215,32,2,514,22
-1,152.16,237,20,0,2,51,95,2,200,4
-1,422.7,269,4,0,2,427,40,2,548,29
-1,89.58,219,18,0,2,52,86,2,531,5
15,157.31,195,15,0,2,152,37,1,614,19
-1,574.59,208,49,0,2,431,99,2,334,29
-1,206.34,211,3,0,2,67,3,2,178,29
-1,61.87,234,2,0,1,700,82,2,385,5
-1,191.25,202,8,0,2,350,56,2,427,29
-1,173.94,207,14,0,1,855,28,2,192,29
-1,1556.77,177,9,0,2,867,37,2,79,29
38,403.76,176,53,0,10,879,91,1,579,29
19,647.9,66,173,0,2,676,43,3,55,19
-1,42.33,173,15,0,1,51,44,1,200,29
-1,571.94,197,13,0,2,267,91,2,242,19
-1,34.21,195,1,0,2,168,74,2,90,19
7,137.52,96,164,0,2,78,91,1,110,29
-1,446.43,244,6,0,2,487,18,2,586,26
1,126.63,248,1,0,2,753,99,2,273,29
181,78.67,350,252,0,2,427,18,1,548,29
-1,115.72,251,7,0,2,212,56,2,491,29
-1,23.54,233,8,0,2,502,99,2,518,29
-1,871.14,14,237,0,2,669,86,1,51,19
-1,991.36,205,62,0,4,138,44,2,51,29
-1,245.88,196,7,0,4,653,86,2,566,19
-1,84.08,229,9,0,1,277,67,2,406,29
-1,88.18,180,9,0,2,75,92,2,570,29
-1,15.61,260,2,0,2,584,92,2,356,29
10,85.38,217,10,0,1,621,40,2,539,29
-1,152.61,223,30,0,2,274,37,2,434,27
-1,63.24,251,2,0,4,304,92,2,512,29
-1,527.48,183,90,0,2,138,92,1,51,29
98,309.2,137,99,0,2,52,91,1,531,19
-1,90.08,234,4,0,1,871,86,2,16,5
34,137.86,106,79,0,1,259,37,1,439,19
-1,24.66,268,2,0,2,623,40,2,478,29
6,238.29,204,6,0,2,572,44,1,273,29
15,153.24,236,28,0,2,733,37,1,47,19
-1,537.14,206,19,0,2,844,95,1,16,29
46,120.65,151,46,0,1,487,86,1,586,29
-1,39.27,223,1,0,2,546,86,2,345,29
86,268.0,150,89,0,2,427,91,1,548,29
-1,62.82,153,101,0,6,24,56,2,195,29
-1,95.68,236,4,0,2,886,99,2,24,19
91,84.02,143,91,0,2,470,86,1,104,29
11,793.69,230,18,0,2,864,44,2,51,19
-1,69.76,199,1,0,4,693,91,2,587,29
35,660.43,177,49,0,2,32,18,2,148,4
-1,155.54,233,5,0,2,53,86,2,434,5
-1,70.16,190,8,0,2,243,91,2,273,19
92,226.17,107,92,0,4,62,91,2,268,29
12,494.4,218,13,0,1,10,82,1,531,19
-1,53.32,238,8,0,1,52,44,2,531,16
39,149.61,100,124,0,2,188,37,1,319,29
-1,111.34,203,13,0,1,291,32,1,374,29
-1,45.99,204,16,0,2,502,40,2,518,29
16,578.72,235,16,0,2,871,14,1,16,29
-1,51.85,243,1,0,2,430,44,2,575,5
-1,317.0,228,12,0,2,478,86,2,287,29
-1,31.11,67,143,0,2,158,40,2,178,19
-1,319.0,235,15,0,2,51,91,2,200,16
-1,222.86,185,8,0,2,859,91,2,548,29
-1,17.9,218,12,0,2,584,92,1,356,29
11,146.08,205,11,0,4,403,86,1,260,19
-1,102.52,218,49,0,2,664,44,2,336,5
-1,72.68,264,1,0,2,243,37,2,273,19
-1,66.94,227,23,0,2,7,16,2,511,29
-1,24.49,242,2,0,2,28,40,2,549,26
-1,132.42,333,290,0,2,243,82,2,273,19
2,91.38,215,31,0,2,335,42,2,176,29
61,877.73,150,65,0,2,733,99,1,47,19
-1,98.23,224,25,0,2,410,18,1,386,5
-1,355.6,227,39,0,2,889,95,2,51,19
-1,41.24,248,4,0,2,502,74,2,518,22
10,121.02,206,10,0,2,859,18,2,548,4
51,1945.24,211,51,0,2,399,44,1,359,29
4,133.94,253,9,0,4,412,28,2,336,29
-1,524.38,86,142,0,2,465,94,2,51,19
-1,207.3,185,5,0,2,244,18,2,294,29
-1,292.77,218,5,0,2,264,87,2,492,22
-1,272.42,208,35,0,2,608,37,1,434,29
37,117.36,119,113,0,2,266,86,1,618,29
-1,326.31,197,2,0,1,322,98,2,492,19
9,278.67,240,2,0,2,135,95,2,51,5
-1,69.56,206,22,0,2,687,44,1,235,29
-1,166.02,210,22,0,2,446,91,2,574,19
-1,75.48,262,2,0,2,776,40,2,359,19
-1,816.0,219,7,0,2,815,40,2,79,29
-1,144.4,265,2,0,2,87,40,2,120,19
-1,181.91,51,181,0,3,886,18,2,24,4
-1,317.75,91,120,0,3,871,92,2,16,19
-1,226.28,218,6,0,2,572,91,2,273,29
21,345.45,241,21,0,1,711,44,1,397,29
-1,188.64,187,2,0,3,592,44,2,482,29
-1,272.74,207,15,0,4,691,86,1,547,29
5,208.03,256,9,0,1,776,18,2,359,26
-1,89.16,226,5,0,6,584,92,2,356,19
-1,373.71,194,14,0,4,641,44,2,454,29
64,449.22,161,68,0,2,855,98,2,192,19
-1,39.21,200,0,0,2,427,97,2,548,29
-1,257.38,237,1,0,2,50,98,2,614,19
-1,148.16,192,22,0,2,804,56,2,499,19
35,220.83,259,314,0,3,151,92,1,296,19
3,38.0,185,52,0,1,583,66,2,445,19
-1,81.15,227,3,0,2,47,3,2,17,29
-1,187.65,167,59,0,2,872,44,1,535,29
-1,80.13,233,1,0,2,449,85,2,544,29
27,207.4,177,62,0,4,464,92,2,548,19
-1,264.4,214,17,0,1,685,82,1,136,29
-1,264.09,239,12,0,1,762,45,2,97,29
-1,255.63,243,11,0,2,726,56,2,92,29
-1,69.41,229,20,0,2,464,37,2,548,29
-1,105.07,208,8,0,2,50,86,2,614,19
-1,11.54,210,1,0,1,709,56,2,87,19
-1,132.78,215,13,0,2,394,43,2,107,19
49,131.54,200,49,0,2,557,86,2,457,5
-1,143.0,189,5,0,2,858,86,2,136,29
-1,160.89,64,166,0,2,753,99,2,273,29
90,126.26,166,100,0,2,872,91,1,535,19
8,51.1,182,38,0,1,51,86,1,200,19
-1,237.72,171,12,0,1,831,43,2,532,19
-1,1440.72,158,36,0,18,12,56,2,267,29
49,261.41,183,49,0,2,706,86,1,531,29
-1,176.91,265,7,0,1,4,86,2,509,5
3,1649.04,201,7,0,2,772,86,2,548,19
-1,331.17,185,4,0,2,840,81,2,326,29
-1,55.65,177,20,0,1,546,86,2,345,29
-1,302.15,214,17,0,3,685,82,1,136,29
-1,179.13,251,3,0,2,557,18,2,457,29
-1,184.29,172,30,0,2,427,80,2,548,19
-1,523.14,230,11,0,1,356,40,2,124,29
-1,81.15,213,29,0,4,789,18,1,297,29
-1,98.14,251,17,0,1,655,99,1,359,5
-1,113.68,138,119,0,2,741,91,1,168,19
1,57.18,198,1,0,2,776,86,2,359,19
-1,50.48,237,2,0,2,776,74,2,359,5
19,27.02,198,20,0,2,584,92,1,356,19
-1,217.45,184,1,0,2,536,92,2,110,29
-1,119.32,155,34,0,2,753,18,1,273,19
75,198.52,161,75,0,2,430,95,1,575,19
-1,85.52,261,2,0,2,42,82,2,409,19
-1,1634.38,254,6,0,4,93,86,2,234,29
20,68.85,145,59,0,2,741,37,1,168,19
-1,17.69,211,1,0,1,566,32,2,612,22
-1,38.86,184,39,0,2,527,56,2,136,29
-1,106.04,235,2,0,2,528,40,2,549,29
3,966.0,134,75,0,3,44,99,2,614,29
-1,71.82,241,4,0,1,602,86,2,75,29
40,271.49,108,116,0,2,485,3,1,441,29
-1,579.06,187,85,0,2,859,37,2,548,19
-1,352.61,221,4,0,2,530,99,2,202,29
-1,59.55,271,1,0,2,490,56,2,617,19
-1,76.73,212,7,0,2,508,86,2,69,19
-1,332.64,212,12,0,1,30,67,2,30,29
-1,103.19,235,1,0,2,776,54,2,359,29
31,3221.3,201,32,0,3,462,18,1,543,19
79,348.15,168,79,0,4,307,74,1,11,29
-1,388.0,219,45,0,5,487,44,2,586,26
37,93.34,236,37,0,2,584,92,2,356,29
-1,605.66,75,135,0,2,188,91,1,319,29
-1,169.19,185,11,0,2,119,3,2,540,29
-1,1239.4,241,19,0,3,884,82,2,2,19
-1,42.84,259,1,0,2,870,92,2,178,26
-1,65.88,236,2,0,2,42,56,2,409,29
-1,67.01,33,156,0,2,562,86,1,614,19
19,173.23,184,20,0,4,308,37,1,565,29
-1,137.11,234,30,0,1,281,95,2,276,29
-1,114.45,198,2,0,2,776,18,2,359,29
219,172.58,299,290,0,2,385,3,1,573,19
6,264.56,228,10,0,2,155,3,1,213,19
-1,114.48,202,4,0,1,313,39,2,489,19
7,677.88,157,50,0,2,480,37,1,334,29
-1,88.3,198,5,0,2,185,56,2,178,19
-1,138.71,270,1,0,2,261,97,2,611,29
48,185.36,155,66,0,2,856,74,1,500,19
-1,169.82,145,41,0,2,809,18,2,430,30
45,748.48,164,58,0,2,189,82,1,397,19
-1,185.7,260,7,0,2,188,44,1,319,16
9,645.8,189,10,0,4,726,86,1,92,29
62,203.27,187,86,0,1,138,40,1,51,19
-1,11.28,228,2,0,2,709,56,2,87,10
73,753.4,153,73,0,1,322,42,1,492,19
-1,212.36,209,43,0,2,859,82,2,548,19
-1,266.85,161,62,0,2,320,86,2,548,19
16,392.02,186,16,0,2,761,91,1,393,19
-1,216.48,193,5,0,1,514,56,2,99,29
-1,132.13,260,13,0,2,784,89,2,544,26
-1,54.36,188,1,0,2,700,18,2,385,26
-1,163.38,192,2,0,2,119,18,2,540,28
-1,165.3,182,27,0,2,504,4,2,454,19
-1,129.2,199,22,0,2,685,82,2,136,19
-1,198.96,212,10,0,2,253,28,2,389,19
-1,103.26,119,77,0,2,226,99,1,613,19
39,246.56,162,40,0,3,879,86,2,579,19
116,168.51,98,137,0,1,691,86,2,547,19
-1,111.3,213,41,0,2,251,39,1,525,19
-1,63.53,182,1,0,2,23,40,2,274,19
-1,138.1,183,12,0,2,392,86,2,94,19
-1,221.72,84,122,0,3,243,37,2,273,5
-1,633.96,182,34,0,4,478,86,2,287,19
88,456.1,100,107,0,2,766,70,1,580,19
81,122.12,97,164,0,2,178,37,1,176,19
-1,41.16,223,37,0,2,678,98,1,24,19
32,17.74,199,32,0,2,502,56,2,518,19
48,479.44,191,48,0,2,889,86,2,51,19
-1,352.26,126,126,0,4,154,56,2,40,19
-1,231.38,213,5,0,1,51,86,2,200,29
13,414.72,171,15,0,3,322,7,2,492,5
-1,344.79,204,12,0,2,328,86,2,123,29
-1,148.61,207,1,0,2,322,99,2,492,22
-1,103.45,215,3,0,2,741,86,2,168,19
49,66.49,172,49,0,2,578,99,2,10,5
-1,218.55,184,11,0,1,753,99,2,273,29
45,468.04,112,99,0,4,458,98,2,51,29
-1,762.74,173,16,0,4,244,56,1,294,19
44,119.17,32,225,0,1,320,56,1,548,19
0,691.0,182,60,0,2,515,99,2,79,29
-1,376.63,243,5,0,3,308,91,2,565,16
-1,64.71,219,0,0,1,427,95,2,548,29
-1,370.54,140,73,0,2,657,67,2,590,29
150,507.06,32,180,0,3,487,99,2,586,29
15,126.0,173,37,0,2,703,40,1,45,29
-1,40.91,184,34,0,2,778,74,2,304,29
-1,135.9,244,22,0,2,427,16,2,548,29
-1,250.2,195,8,0,3,803,91,2,614,19
-1,123.59,240,4,0,2,402,56,2,268,29
-1,1038.76,183,54,0,4,399,86,2,359,16
-1,507.94,193,4,0,2,860,40,2,77,29
-1,79.27,206,1,0,2,648,3,2,444,29
-1,77.9,188,1,0,2,449,85,2,544,19
-1,214.09,203,21,0,2,243,98,2,273,29
15,297.18,180,23,0,2,875,40,2,79,5
-1,70.85,269,4,0,1,741,44,2,168,19
-1,585.62,188,47,0,2,182,82,2,353,29
-1,627.92,76,127,0,2,402,86,2,268,29
-1,30.81,185,1,0,1,827,4,2,3,22
9,587.64,219,34,0,2,399,102,1,359,19
-1,156.08,233,13,0,2,858,91,1,136,29
-1,68.88,222,1,0,3,572,56,2,273,29
-1,368.92,112,71,0,2,455,99,2,454,29
98,1399.84,114,99,0,2,416,37,1,28,29
11,1132.0,225,11,0,2,475,81,2,504,19
6,40.91,246,6,0,1,314,44,1,535,19
-1,417.58,220,40,0,2,880,70,2,608,29
121,163.89,75,137,0,2,114,91,1,407,29
22,175.62,143,68,0,2,879,82,1,579,29
39,171.4,164,31,0,2,138,95,2,51,29
-1,68.56,218,9,0,2,320,56,2,548,29
-1,65.53,217,4,0,2,490,82,2,617,29
-1,394.62,222,14,0,2,876,86,2,535,19
-1,803.08,236,17,0,2,815,56,2,79,19
-1,371.84,129,129,0,2,782,18,2,338,4
-1,49.57,187,30,0,2,572,56,2,273,29
-1,73.75,227,2,0,2,370,62,2,20,29
-1,300.51,183,19,0,2,52,41,2,531,29
11,124.52,197,12,0,2,335,82,2,176,26
-1,356.48,263,4,0,2,741,86,2,168,29
-1,195.44,208,4,0,2,67,3,2,178,29
-1,370.08,119,73,0,3,872,91,2,535,19
-1,250.84,191,29,0,2,206,86,1,605,29
-1,178.84,181,43,0,2,592,44,1,482,19
-1,75.15,262,11,0,2,708,91,2,570,29
-1,40.98,233,39,0,1,546,91,1,345,16
-1,92.52,208,1,0,2,138,18,2,51,29
146,1840.17,48,146,0,2,462,3,1,543,19
-1,85.6,179,9,0,2,468,82,1,78,19
-1,159.0,230,0,0,4,227,99,2,492,29
5,224.91,255,5,0,2,169,91,2,51,29
-1,92.52,268,1,0,2,322,56,2,492,29
-1,16.65,224,1,0,2,584,92,2,356,29
112,100.8,299,286,0,2,385,3,1,573,19
6,1103.12,206,13,0,2,283,74,1,543,19
111,345.43,104,111,0,3,262,44,1,543,16
-1,345.32,209,23,0,2,716,99,2,611,29
-1,39.02,233,1,0,2,470,86,2,104,19
-1,919.4,38,174,0,2,621,28,1,539,19
-1,67.2,178,7,0,1,375,40,2,92,26
-1,554.29,226,20,0,2,581,74,1,470,29
-1,16.34,184,2,0,2,502,74,2,518,19
-1,411.04,14,214,0,2,163,32,2,237,22
-1,98.75,235,16,0,1,691,44,1,547,29
53,73.44,167,53,0,2,487,44,1,586,29
-1,55.94,265,7,0,1,335,95,2,176,26
-1,517.89,191,12,0,2,130,42,2,436,29
-1,44.47,245,8,0,1,566,92,2,612,19
-1,1104.8,227,11,0,8,774,56,2,614,29
160,156.96,60,160,0,2,68,44,1,602,29
-1,1463.65,171,58,0,10,772,37,1,548,29
-1,105.23,220,1,0,1,432,82,2,119,26
122,513.43,116,122,0,2,557,37,2,457,29
2,99.87,221,50,0,2,427,95,1,548,29
71,29.13,185,72,0,2,577,91,1,508,29
-1,159.53,228,19,0,2,437,28,2,570,29
-1,39.27,240,4,0,2,412,56,2,336,19
-1,898.9,241,23,0,10,402,56,2,268,5
10,82.79,238,27,0,2,110,86,1,598,29
-1,809.7,221,9,0,2,536,37,2,110,19
9,16.58,219,10,0,2,584,92,1,356,29
16,143.96,176,17,0,2,592,86,2,482,29
-1,69.7,213,2,0,4,475,18,2,504,4
-1,445.98,240,11,0,2,572,98,2,273,29
-1,47.03,255,4,0,3,412,56,2,336,10
-1,244.75,169,15,0,2,460,37,2,582,19
-1,180.09,206,10,0,1,854,91,2,357,29
-1,277.21,154,112,0,2,621,86,2,539,29
-1,170.52,249,1,0,2,770,18,2,205,4
3,351.52,169,83,0,2,281,44,1,276,29
71,280.36,127,71,0,2,437,82,1,570,19
-1,368.9,174,18,0,2,178,86,2,176,19
-1,52.52,191,13,0,2,412,56,2,336,19
-1,115.36,213,10,0,1,815,18,1,79,29
-1,289.53,138,58,0,2,556,3,2,420,29
-1,6.51,257,1,0,2,502,40,2,518,19
-1,147.82,251,1,0,2,328,18,2,123,4
-1,29.51,244,2,0,2,502,40,2,518,19
-1,184.26,251,1,0,6,793,92,2,339,29
-1,57.39,187,2,0,2,681,56,2,118,20
-1,345.36,209,11,0,2,312,82,2,267,19
-1,305.4,141,98,0,2,427,92,2,548,29
-1,275.24,184,25,0,2,67,91,1,178,29
26,348.6,142,54,0,2,322,74,2,492,19
-1,34.52,186,1,0,2,195,92,2,593,29
-1,180.3,246,8,0,2,432,44,2,119,29
-1,65.86,227,1,0,1,872,44,2,535,29
-1,304.64,269,3,0,2,462,42,2,543,26
-1,218.58,191,32,0,2,583,86,1,445,5
-1,603.76,248,2,0,4,339,91,2,212,19
-1,164.44,221,10,0,2,184,86,1,417,5
-1,149.0,185,23,0,2,182,86,2,353,29
-1,329.17,208,61,0,2,871,91,2,16,29
-1,153.04,203,3,0,2,720,3,2,330,5
-1,66.26,179,12,0,2,339,95,2,212,19
12,153.94,159,33,0,2,697,44,2,27,29
356,737.58,250,364,0,2,305,82,1,548,5
-1,79.86,200,1,0,1,776,74,2,359,19
-1,46.1,207,2,0,2,854,40,2,357,29
37,504.56,213,47,0,2,322,86,1,492,19
-1,260.2,185,7,0,2,534,86,2,132,19
-1,438.84,175,15,0,3,482,92,2,527,29
-1,122.57,213,36,0,2,776,56,2,359,5
-1,81.89,187,1,0,2,741,44,2,168,5
-1,275.14,69,146,0,2,334,91,2,433,29
-1,153.43,232,4,0,2,860,37,2,77,29
-1,262.52,236,0,0,4,513,91,2,359,29
-1,140.75,239,7,0,2,502,74,2,518,19
-1,139.89,158,71,0,1,594,86,2,152,19
5,322.66,233,6,0,1,465,6,2,51,19
18,1742.7,109,74,0,4,875,91,1,79,29
-1,344.79,171,20,0,3,190,37,2,351,29
22,282.82,227,24,0,2,52,56,1,531,29
-1,119.74,131,104,0,2,387,54,2,334,27
-1,178.86,206,4,0,2,856,66,2,500,29
89,809.76,135,95,0,5,490,71,2,617,29
85,405.93,138,85,0,2,248,92,1,422,29
-1,941.57,106,106,0,4,872,37,2,535,29
9,707.5,219,11,0,2,399,102,1,359,19
37,528.12,79,172,0,12,863,56,1,327,19
-1,20.73,200,16,0,2,584,92,1,356,19
-1,258.98,230,6,0,2,427,3,2,548,5
-1,1107.58,185,56,0,2,734,32,2,359,22
-1,430.76,221,1,0,2,817,86,2,79,19
-1,593.92,33,227,0,1,572,56,2,273,19
72,121.82,327,236,0,1,879,44,1,579,29
-1,49.72,122,87,0,2,192,92,2,480,19
-1,596.67,224,16,0,3,320,74,1,548,29
-1,218.9,264,8,0,2,67,82,2,178,19
-1,551.24,226,8,0,2,273,70,2,159,19
-1,82.7,160,33,0,2,262,91,2,543,19
2,166.63,184,2,0,2,815,81,2,79,29
59,55.97,183,59,0,2,470,86,1,104,19
45,239.12,184,45,0,2,215,81,2,514,29
129,336.8,134,131,0,2,809,99,1,430,5
-1,112.3,246,3,0,2,761,44,2,393,29
22,595.92,142,79,0,2,93,37,1,234,29
5,114.47,212,5,0,2,562,95,2,614,19
-1,349.5,254,6,0,2,320,96,2,548,29
-1,202.46,170,49,0,4,631,3,2,472,29
10,214.2,180,22,0,2,528,71,1,549,29
52,232.1,126,112,0,2,481,44,2,466,5
-1,402.07,171,64,0,2,477,37,1,232,19
-1,868.97,247,11,0,2,78,37,1,110,19
-1,621.88,82,107,0,3,753,84,1,273,19
-1,97.83,253,3,0,2,116,99,2,614,29
-1,101.23,197,2,0,1,243,16,2,273,29
43,296.16,70,197,0,1,60,86,1,35,19
-1,892.85,193,15,0,3,590,95,2,330,19
-1,118.38,204,9,0,2,50,82,2,614,19
46,268.02,190,77,0,2,124,18,1,182,29
-1,85.36,236,2,0,2,886,99,2,24,19
77,118.93,118,92,0,2,124,82,2,182,29
-1,278.83,236,34,0,1,59,95,1,252,29
3,361.62,188,72,0,4,772,74,2,548,19
-1,27.38,185,5,0,1,689,86,2,405,29
-1,23.26,255,4,0,2,49,40,2,115,19
-1,58.36,227,1,0,2,249,91,2,346,19
-1,408.14,90,139,0,2,815,91,2,79,29
-1,310.28,184,34,0,2,51,86,2,200,19
0,15.03,235,1,0,2,713,92,2,593,29
24,2111.52,209,24,0,6,759,86,2,359,19
-1,657.99,219,9,0,2,638,92,2,289,5
-1,132.64,228,31,0,2,46,99,2,454,29
5,291.84,163,60,0,3,854,37,2,357,27
-1,443.27,177,33,0,2,753,99,2,273,29
1,109.0,189,1,0,2,513,99,2,359,29
26,367.68,212,26,0,2,319,99,1,524,29
-1,1252.2,93,94,0,4,697,91,1,27,29
18,202.12,209,18,0,3,637,91,2,139,29
-1,114.7,207,5,0,2,320,56,2,548,29
-1,415.72,194,28,0,2,231,37,2,618,29
134,29.68,121,135,0,2,388,40,1,538,29
-1,565.64,171,68,0,2,345,74,2,268,19
-1,77.34,228,31,0,2,147,44,1,13,16
3,237.43,179,4,0,2,886,62,2,24,29
-1,232.01,232,26,0,3,427,92,2,548,29
-1,196.71,262,1,0,2,263,67,2,540,19
-1,117.99,222,10,0,2,51,86,1,200,29
24,1274.26,193,27,0,4,434,18,1,39,19
126,219.18,87,129,0,2,188,91,1,319,29
-1,82.46,236,34,0,2,426,95,2,391,4
-1,131.54,247,26,0,2,753,91,1,273,29
-1,114.12,226,5,0,4,775,40,1,548,26
-1,1124.17,161,64,0,2,9,18,2,539,29
3,306.76,180,30,0,4,335,44,1,176,19
-1,73.23,219,1,0,2,320,56,2,548,29
48,33.34,54,211,0,1,583,86,1,445,19
-1,264.27,125,73,0,2,244,82,2,294,19
